id_str,ra,dec,z,anillos,dataset,ring_class,ring_class_0,ring_class_1,ring_class_2,ring_class_3,inner_ring,outer_ring,file_loc,file_rel,validation_status
manga-12511-6101,134.619164107,0.0234601988079,0.028463524,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-12511-6101_0.fits,Images/manga-12511-6101_0.fits,ok
manga-12514-12702,198.839844166,1.92755568471,0.034554448,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-12514-12702_0.fits,Images/manga-12514-12702_0.fits,ok
manga-12514-6103,198.274199833,1.46552425813,0.029350435,12,manga,3,0.0,0.0,0.0,1.0,1,1,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-12514-6103_0.fits,Images/manga-12514-6103_0.fits,ok
manga-12518-12705,158.464022875,-0.561397568229,0.031339794,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-12518-12705_0.fits,Images/manga-12518-12705_0.fits,ok
manga-12620-9102,201.170476287,31.0264957187,0.023855697,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-12620-9102_0.fits,Images/manga-12620-9102_0.fits,ok
manga-12621-3702,202.235788854,30.1501942259,0.04775599,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-12621-3702_0.fits,Images/manga-12621-3702_0.fits,ok
manga-12621-3703,204.990724016,30.107708687,0.033943534,8,manga,2,0.0,0.0,1.0,0.0,0,1,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-12621-3703_0.fits,Images/manga-12621-3703_0.fits,ok
manga-12621-9101,203.279194983,30.4292905934,0.05664996,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-12621-9101_0.fits,Images/manga-12621-9101_0.fits,ok
manga-12622-1902,202.331962545,32.0047224327,0.024402563,8,manga,2,0.0,0.0,1.0,0.0,0,1,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-12622-1902_0.fits,Images/manga-12622-1902_0.fits,ok
manga-12624-12703,203.468324934,31.6046500241,0.062114105,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-12624-12703_0.fits,Images/manga-12624-12703_0.fits,ok
manga-12651-1901,250.892815906,26.6137526433,0.022669433,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-12651-1901_0.fits,Images/manga-12651-1901_0.fits,ok
manga-12651-6103,251.051592122,26.7347799246,0.046723053,8,manga,2,0.0,0.0,1.0,0.0,0,1,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-12651-6103_0.fits,Images/manga-12651-6103_0.fits,ok
manga-12652-12701,251.017679946,23.3977625353,0.031845953,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-12652-12701_0.fits,Images/manga-12652-12701_0.fits,ok
manga-12667-12703,250.460004716,37.7347904571,0.061029024,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-12667-12703_0.fits,Images/manga-12667-12703_0.fits,ok
manga-12667-12705,249.446596411,36.1149676106,0.032882314,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-12667-12705_0.fits,Images/manga-12667-12705_0.fits,ok
manga-12673-12702,247.449803411,39.7162169878,0.028473616,8,manga,2,0.0,0.0,1.0,0.0,0,1,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-12673-12702_0.fits,Images/manga-12673-12702_0.fits,ok
manga-12673-6102,245.338708143,40.3099825822,0.033317678,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-12673-6102_0.fits,Images/manga-12673-6102_0.fits,ok
manga-12673-9102,247.381411391,40.4128198507,0.028275568,12,manga,3,0.0,0.0,0.0,1.0,1,1,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-12673-9102_0.fits,Images/manga-12673-9102_0.fits,ok
manga-12674-12703,246.842092202,39.1096306181,0.03303058,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-12674-12703_0.fits,Images/manga-12674-12703_0.fits,ok
manga-12674-12704,245.22421217,40.1041474857,0.03384976,12,manga,3,0.0,0.0,0.0,1.0,1,1,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-12674-12704_0.fits,Images/manga-12674-12704_0.fits,ok
manga-12674-6102,245.694265724,39.5845564377,0.03179979,12,manga,3,0.0,0.0,0.0,1.0,1,1,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-12674-6102_0.fits,Images/manga-12674-6102_0.fits,ok
manga-12675-1902,251.496587184,35.4589203632,0.030153016,8,manga,2,0.0,0.0,1.0,0.0,0,1,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-12675-1902_0.fits,Images/manga-12675-1902_0.fits,ok
manga-12678-1902,313.902458799,-7.428226247,0.027905166,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-12678-1902_0.fits,Images/manga-12678-1902_0.fits,ok
manga-12678-6102,313.805157544,-6.70648520342,0.057637386,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-12678-6102_0.fits,Images/manga-12678-6102_0.fits,ok
manga-12679-12705,318.709280847,-7.46203835711,0.02848876,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-12679-12705_0.fits,Images/manga-12679-12705_0.fits,ok
manga-12679-1902,317.326589876,-6.13187619468,0.028591322,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-12679-1902_0.fits,Images/manga-12679-1902_0.fits,ok
manga-12682-12702,324.638831803,-6.90386390325,0.027857948,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-12682-12702_0.fits,Images/manga-12682-12702_0.fits,ok
manga-12682-6103,324.649810464,-8.22592007443,0.051409204,8,manga,2,0.0,0.0,1.0,0.0,0,1,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-12682-6103_0.fits,Images/manga-12682-6103_0.fits,ok
manga-12682-9102,324.527035023,-6.72174140672,0.05286621,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-12682-9102_0.fits,Images/manga-12682-9102_0.fits,ok
manga-12684-6104,327.90033691,-7.12267575581,0.058213674,8,manga,2,0.0,0.0,1.0,0.0,0,1,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-12684-6104_0.fits,Images/manga-12684-6104_0.fits,ok
manga-12685-3701,328.699755239,-7.72490813084,0.059644688,8,manga,2,0.0,0.0,1.0,0.0,0,1,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-12685-3701_0.fits,Images/manga-12685-3701_0.fits,ok
manga-12685-6103,329.388791032,-7.73905917162,0.059384044,8,manga,2,0.0,0.0,1.0,0.0,0,1,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-12685-6103_0.fits,Images/manga-12685-6103_0.fits,ok
manga-12696-12702,13.42766947,-1.08517904079,0.046600495,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-12696-12702_0.fits,Images/manga-12696-12702_0.fits,ok
manga-12696-3701,14.4726643554,-0.346239287353,0.041626148,8,manga,2,0.0,0.0,1.0,0.0,0,1,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-12696-3701_0.fits,Images/manga-12696-3701_0.fits,ok
manga-12696-6104,14.3207324623,-0.66948267145,0.04523477,8,manga,2,0.0,0.0,1.0,0.0,0,1,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-12696-6104_0.fits,Images/manga-12696-6104_0.fits,ok
manga-12700-6102,1.60658690905,15.428792568,0.04414809,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-12700-6102_0.fits,Images/manga-12700-6102_0.fits,ok
manga-7495-12701,204.57951601,26.1984249967,0.0612091,12,manga,3,0.0,0.0,0.0,1.0,1,1,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-7495-12701_0.fits,Images/manga-7495-12701_0.fits,ok
manga-7495-12705,205.609258111,26.5368707574,0.0762428,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-7495-12705_0.fits,Images/manga-7495-12705_0.fits,ok
manga-7495-3704,204.586284348,26.7597425957,0.030404,8,manga,2,0.0,0.0,1.0,0.0,0,1,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-7495-3704_0.fits,Images/manga-7495-3704_0.fits,ok
manga-7495-9102,204.884524192,26.7775419978,0.0289841,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-7495-9102_0.fits,Images/manga-7495-9102_0.fits,ok
manga-7815-3704,319.233949063,9.63757525774,0.0708847,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-7815-3704_0.fits,Images/manga-7815-3704_0.fits,ok
manga-7958-3702,256.992605895,34.8185393231,0.0370471,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-7958-3702_0.fits,Images/manga-7958-3702_0.fits,ok
manga-7958-6101,257.383688857,34.4270318778,0.0238889,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-7958-6101_0.fits,Images/manga-7958-6101_0.fits,ok
manga-7958-6103,257.251841333,34.9047960709,0.035661,8,manga,2,0.0,0.0,1.0,0.0,0,1,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-7958-6103_0.fits,Images/manga-7958-6103_0.fits,ok
manga-7959-6102,256.727975449,30.2697609595,0.030814,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-7959-6102_0.fits,Images/manga-7959-6102_0.fits,ok
manga-7960-3702,258.289350795,31.5820433165,0.0295799,8,manga,2,0.0,0.0,1.0,0.0,0,1,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-7960-3702_0.fits,Images/manga-7960-3702_0.fits,ok
manga-7962-9101,259.168654353,27.9765101547,0.10547,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-7962-9101_0.fits,Images/manga-7962-9101_0.fits,ok
manga-7965-1902,318.502268807,0.535091362305,0.0269267,12,manga,3,0.0,0.0,0.0,1.0,1,1,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-7965-1902_0.fits,Images/manga-7965-1902_0.fits,ok
manga-7975-6102,323.577092837,11.2143239831,0.0341885,8,manga,2,0.0,0.0,1.0,0.0,0,1,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-7975-6102_0.fits,Images/manga-7975-6102_0.fits,ok
manga-7980-3701,333.607767431,13.311989491,0.0263216,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-7980-3701_0.fits,Images/manga-7980-3701_0.fits,ok
manga-7981-9102,338.410077258,13.2121265666,0.0932278,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-7981-9102_0.fits,Images/manga-7981-9102_0.fits,ok
manga-7990-6101,261.039484654,56.8744593789,0.0271715,8,manga,2,0.0,0.0,1.0,0.0,0,1,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-7990-6101_0.fits,Images/manga-7990-6101_0.fits,ok
manga-7990-6103,261.284844944,58.7646874219,0.0292359,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-7990-6103_0.fits,Images/manga-7990-6103_0.fits,ok
manga-7991-6101,257.582232587,56.7572501383,0.0328402,12,manga,3,0.0,0.0,0.0,1.0,1,1,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-7991-6101_0.fits,Images/manga-7991-6101_0.fits,ok
manga-7992-3702,253.313049551,64.4762786637,0.0542151,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-7992-3702_0.fits,Images/manga-7992-3702_0.fits,ok
manga-7993-12704,33.4062555764,13.7281228725,0.0410693,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-7993-12704_0.fits,Images/manga-7993-12704_0.fits,ok
manga-8077-3701,41.4931915999,-0.449181093753,0.0289556,12,manga,3,0.0,0.0,0.0,1.0,1,1,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-8077-3701_0.fits,Images/manga-8077-3701_0.fits,ok
manga-8079-3701,41.5210512647,-0.650956442347,0.0443161,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-8079-3701_0.fits,Images/manga-8079-3701_0.fits,ok
manga-8079-6102,42.9775629197,-0.980116719149,0.0225089,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-8079-6102_0.fits,Images/manga-8079-6102_0.fits,ok
manga-8083-12704,50.6967861467,0.149366137403,0.0228308,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-8083-12704_0.fits,Images/manga-8083-12704_0.fits,ok
manga-8084-6101,51.6942487239,-0.648169731434,0.0204935,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-8084-6101_0.fits,Images/manga-8084-6101_0.fits,ok
manga-8088-1901,3.43656623429,14.6069264977,0.0338068,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-8088-1901_0.fits,Images/manga-8088-1901_0.fits,ok
manga-8088-3701,3.11891514753,14.1777375236,0.0441966,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-8088-3701_0.fits,Images/manga-8088-3701_0.fits,ok
manga-8091-12701,11.9991011508,13.7426779765,0.0566654,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-8091-12701_0.fits,Images/manga-8091-12701_0.fits,ok
manga-8091-12705,12.4646660286,14.9203116712,0.0565678,12,manga,3,0.0,0.0,0.0,1.0,1,1,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-8091-12705_0.fits,Images/manga-8091-12705_0.fits,ok
manga-8091-6101,11.83082242,14.7034848688,0.0390731,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-8091-6101_0.fits,Images/manga-8091-6101_0.fits,ok
manga-8091-6104,12.9871505068,14.5831144538,0.0562129,8,manga,2,0.0,0.0,1.0,0.0,0,1,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-8091-6104_0.fits,Images/manga-8091-6104_0.fits,ok
manga-8091-9101,11.8764500553,15.6970814393,0.0314111,8,manga,2,0.0,0.0,1.0,0.0,0,1,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-8091-9101_0.fits,Images/manga-8091-9101_0.fits,ok
manga-8092-3701,18.7573245828,15.4135190327,0.0307271,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-8092-3701_0.fits,Images/manga-8092-3701_0.fits,ok
manga-8093-12703,22.224069663,14.7207094293,0.0366698,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-8093-12703_0.fits,Images/manga-8093-12703_0.fits,ok
manga-8093-3703,22.1751642634,14.6092312686,0.0363883,12,manga,3,0.0,0.0,0.0,1.0,1,1,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-8093-3703_0.fits,Images/manga-8093-3703_0.fits,ok
manga-8093-9102,20.8483535937,15.2146883695,0.0341177,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-8093-9102_0.fits,Images/manga-8093-9102_0.fits,ok
manga-8095-1902,25.4299375141,13.6758150021,0.0453256,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-8095-1902_0.fits,Images/manga-8095-1902_0.fits,ok
manga-8095-6102,25.879951208,14.3971135677,0.0240713,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-8095-6102_0.fits,Images/manga-8095-6102_0.fits,ok
manga-8097-1901,27.5495383307,13.8005946478,0.0441052,8,manga,2,0.0,0.0,1.0,0.0,0,1,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-8097-1901_0.fits,Images/manga-8097-1901_0.fits,ok
manga-8131-9102,112.22135952,41.3078118442,0.0584527,12,manga,3,0.0,0.0,0.0,1.0,1,1,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-8131-9102_0.fits,Images/manga-8131-9102_0.fits,ok
manga-8132-12705,111.936858786,42.1015119728,0.056723,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-8132-12705_0.fits,Images/manga-8132-12705_0.fits,ok
manga-8133-9102,112.721756162,43.5007438516,0.143514,8,manga,2,0.0,0.0,1.0,0.0,0,1,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-8133-9102_0.fits,Images/manga-8133-9102_0.fits,ok
manga-8134-6102,114.924507865,45.912609695,0.0319834,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-8134-6102_0.fits,Images/manga-8134-6102_0.fits,ok
manga-8134-9102,116.280206992,46.0724212288,0.0312375,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-8134-9102_0.fits,Images/manga-8134-9102_0.fits,ok
manga-8135-12704,114.753059381,38.1277411977,0.0944878,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-8135-12704_0.fits,Images/manga-8135-12704_0.fits,ok
manga-8135-6103,113.057012986,39.5600737596,0.0488063,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-8135-6103_0.fits,Images/manga-8135-6103_0.fits,ok
manga-8137-12702,115.017774246,43.0009101908,0.049903,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-8137-12702_0.fits,Images/manga-8137-12702_0.fits,ok
manga-8138-3702,116.097926044,44.5277414829,0.049657,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-8138-3702_0.fits,Images/manga-8138-3702_0.fits,ok
manga-8140-12701,116.930322338,41.386379358,0.0285831,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-8140-12701_0.fits,Images/manga-8140-12701_0.fits,ok
manga-8143-6101,121.014200537,40.8026129505,0.126168,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-8143-6101_0.fits,Images/manga-8143-6101_0.fits,ok
manga-8144-12704,114.177125896,29.3049107417,0.0889617,8,manga,2,0.0,0.0,1.0,0.0,0,1,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-8144-12704_0.fits,Images/manga-8144-12704_0.fits,ok
manga-8144-1901,113.678445152,30.0188958222,0.0268051,8,manga,2,0.0,0.0,1.0,0.0,0,1,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-8144-1901_0.fits,Images/manga-8144-1901_0.fits,ok
manga-8144-6101,115.07567,28.46421,0.0222516,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-8144-6101_0.fits,Images/manga-8144-6101_0.fits,ok
manga-8144-6103,113.048715618,28.8954305789,0.0617402,8,manga,2,0.0,0.0,1.0,0.0,0,1,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-8144-6103_0.fits,Images/manga-8144-6103_0.fits,ok
manga-8146-12702,116.835692191,29.4129340233,0.0625398,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-8146-12702_0.fits,Images/manga-8146-12702_0.fits,ok
manga-8146-12703,116.605086099,30.4404922234,0.0553666,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-8146-12703_0.fits,Images/manga-8146-12703_0.fits,ok
manga-8146-12705,118.053214402,28.7725795647,0.0636542,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-8146-12705_0.fits,Images/manga-8146-12705_0.fits,ok
manga-8147-3704,118.323963177,27.4607379561,0.026801,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-8147-3704_0.fits,Images/manga-8147-3704_0.fits,ok
manga-8147-6102,118.627843459,25.8159864765,0.0631476,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-8147-6102_0.fits,Images/manga-8147-6102_0.fits,ok
manga-8149-12702,119.609269043,27.1615475855,0.0469958,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-8149-12702_0.fits,Images/manga-8149-12702_0.fits,ok
manga-8150-6104,147.539015745,33.5693471221,0.0270084,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-8150-6104_0.fits,Images/manga-8150-6104_0.fits,ok
manga-8152-6101,142.007171549,34.4105520044,0.0425769,8,manga,2,0.0,0.0,1.0,0.0,0,1,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-8152-6101_0.fits,Images/manga-8152-6101_0.fits,ok
manga-8153-12705,41.4483281377,-0.240915330231,0.0233138,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-8153-12705_0.fits,Images/manga-8153-12705_0.fits,ok
manga-8153-3702,39.4613924343,0.574641410115,0.0629965,8,manga,2,0.0,0.0,1.0,0.0,0,1,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-8153-3702_0.fits,Images/manga-8153-3702_0.fits,ok
manga-8154-1902,44.8466810553,-1.16668563519,0.0282449,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-8154-1902_0.fits,Images/manga-8154-1902_0.fits,ok
manga-8155-6103,52.0504984222,0.124749266576,0.139508,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-8155-6103_0.fits,Images/manga-8155-6103_0.fits,ok
manga-8157-12703,30.852825397,14.6975872712,0.133707,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-8157-12703_0.fits,Images/manga-8157-12703_0.fits,ok
manga-8157-12705,31.6466327252,12.5203065089,0.0603115,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-8157-12705_0.fits,Images/manga-8157-12705_0.fits,ok
manga-8240-12701,124.5668538,44.3735897817,0.023536,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-8240-12701_0.fits,Images/manga-8240-12701_0.fits,ok
manga-8240-12702,125.256178852,44.3776367193,0.144358,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-8240-12702_0.fits,Images/manga-8240-12702_0.fits,ok
manga-8244-3702,131.815007291,51.2458059073,0.0275416,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-8244-3702_0.fits,Images/manga-8244-3702_0.fits,ok
manga-8244-6101,130.454908959,50.7864246426,0.0543933,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-8244-6101_0.fits,Images/manga-8244-6101_0.fits,ok
manga-8245-12702,136.196794615,22.0284799156,0.0343052,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-8245-12702_0.fits,Images/manga-8245-12702_0.fits,ok
manga-8248-12703,136.743567831,17.9637780918,0.0286108,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-8248-12703_0.fits,Images/manga-8248-12703_0.fits,ok
manga-8248-12705,138.553152091,16.7423255072,0.0278546,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-8248-12705_0.fits,Images/manga-8248-12705_0.fits,ok
manga-8249-12703,139.55919103,45.6516888989,0.0269041,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-8249-12703_0.fits,Images/manga-8249-12703_0.fits,ok
manga-8250-6102,138.902616221,42.1572231444,0.0247248,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-8250-6102_0.fits,Images/manga-8250-6102_0.fits,ok
manga-8253-6104,158.251424806,42.9284226228,0.0446767,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-8253-6104_0.fits,Images/manga-8253-6104_0.fits,ok
manga-8254-6103,162.989174052,44.7601317834,0.140498,8,manga,2,0.0,0.0,1.0,0.0,0,1,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-8254-6103_0.fits,Images/manga-8254-6103_0.fits,ok
manga-8254-9101,161.261701641,43.7047581688,0.0253261,12,manga,3,0.0,0.0,0.0,1.0,1,1,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-8254-9101_0.fits,Images/manga-8254-9101_0.fits,ok
manga-8256-6101,163.734794052,41.4984615909,0.0246276,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-8256-6101_0.fits,Images/manga-8256-6101_0.fits,ok
manga-8257-6101,165.26133255,44.8882467412,0.0294351,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-8257-6101_0.fits,Images/manga-8257-6101_0.fits,ok
